year,category,sequence,shortname,circuit_name,rider,rider_name,team_name,bike_name,position,points,number,country,speed,time
2011,MotoGP,4,FRA,Le Mans,2059,"Bautista, Alvaro",Rizla Suzuki MotoGP,Suzuki,12,4,19,ES,155.8,+1'04.192
2011,MotoGP,4,FRA,Le Mans,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,13,3,5,US,144.9,2 Laps
2011,MotoGP,4,FRA,Le Mans,1516,"Capirossi, Loris",Pramac Racing Team,Ducati,-1,0,65,IT,155.5,7 Laps
2011,MotoGP,4,FRA,Le Mans,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,-1,0,26,ES,159.3,11 Laps
2011,MotoGP,4,FRA,Le Mans,2425,"Crutchlow, Cal",Monster Yamaha Tech 3,Yamaha,-1,0,35,GB,144.1,22 Laps
2011,MotoGP,4,FRA,Le Mans,1888,"De Puniet, Randy",Pramac Racing Team,Ducati,-1,0,14,FR,144.9,27 Laps
2011,MotoGP,5,CAT,Catalunya,2032,"Stoner, Casey",Repsol Honda Team,Honda,1,25,27,AU,163.6,43'19.779
2011,MotoGP,5,CAT,Catalunya,2058,"Lorenzo, Jorge",Yamaha Factory Racing,Yamaha,2,20,1,ES,163.5,+2.403
2011,MotoGP,5,CAT,Catalunya,2286,"Spies, Ben",Yamaha Factory Racing,Yamaha,3,16,11,US,163.4,+4.291
2011,MotoGP,5,CAT,Catalunya,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,4,13,4,IT,163.3,+5.255
2011,MotoGP,5,CAT,Catalunya,1762,"Rossi, Valentino",Ducati Team,Ducati,5,11,46,IT,163.2,+7.371
2011,MotoGP,5,CAT,Catalunya,2080,"Simoncelli, Marco",San Carlo Honda Gresini,Honda,6,10,58,IT,162.9,+11.831
2011,MotoGP,5,CAT,Catalunya,2425,"Crutchlow, Cal",Monster Yamaha Tech 3,Yamaha,7,9,35,GB,162.0,+26.483
2011,MotoGP,5,CAT,Catalunya,2093,"Hayden, Nicky",Ducati Team,Ducati,8,8,69,US,161.6,+33.243
2011,MotoGP,5,CAT,Catalunya,1516,"Capirossi, Loris",Pramac Racing Team,Ducati,9,7,65,IT,161.0,+43.092
2011,MotoGP,5,CAT,Catalunya,2160,"Abraham, Karel",Cardion AB Motoracing,Ducati,10,6,17,CZ,161.0,+43.113
2011,MotoGP,5,CAT,Catalunya,2052,"Barbera, Hector",Mapfre Aspar Team MotoGP,Ducati,11,5,8,ES,160.9,+44.224
2011,MotoGP,5,CAT,Catalunya,2059,"Bautista, Alvaro",Rizla Suzuki MotoGP,Suzuki,12,4,19,ES,160.8,+45.239
2011,MotoGP,5,CAT,Catalunya,1944,"Elias, Toni",LCR Honda MotoGP,Honda,13,3,24,ES,160.1,+58.268
2011,MotoGP,5,CAT,Catalunya,1888,"De Puniet, Randy",Pramac Racing Team,Ducati,-1,0,14,FR,157.7,22 Laps
2011,MotoGP,5,CAT,Catalunya,2006,"Aoyama, Hiroshi",San Carlo Honda Gresini,Honda,-1,0,7,JP,157.4,22 Laps
2011,MotoGP,6,GBR,Silverstone,2032,"Stoner, Casey",Repsol Honda Team,Honda,1,25,27,AU,147.9,47'53.459
2011,MotoGP,6,GBR,Silverstone,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,2,20,4,IT,147.1,+15.159
2011,MotoGP,6,GBR,Silverstone,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,3,16,5,US,146.8,+21.480
2011,MotoGP,6,GBR,Silverstone,2093,"Hayden, Nicky",Ducati Team,Ducati,4,13,69,US,146.5,+26.984
2011,MotoGP,6,GBR,Silverstone,2059,"Bautista, Alvaro",Rizla Suzuki MotoGP,Suzuki,5,11,19,ES,146.1,+35.569
2011,MotoGP,6,GBR,Silverstone,1762,"Rossi, Valentino",Ducati Team,Ducati,6,10,46,IT,144.6,+1'04.526
2011,MotoGP,6,GBR,Silverstone,2160,"Abraham, Karel",Cardion AB Motoracing,Ducati,7,9,17,CZ,143.3,+1'32.650
2011,MotoGP,6,GBR,Silverstone,1944,"Elias, Toni",LCR Honda MotoGP,Honda,8,8,24,ES,142.3,+1'51.938
2011,MotoGP,6,GBR,Silverstone,2006,"Aoyama, Hiroshi",San Carlo Honda Gresini,Honda,9,7,7,JP,142.3,+1'52.350
2011,MotoGP,6,GBR,Silverstone,1516,"Capirossi, Loris",Pramac Racing Team,Ducati,10,6,65,IT,141.8,+2'03.312
2011,MotoGP,6,GBR,Silverstone,2052,"Barbera, Hector",Mapfre Aspar Team MotoGP,Ducati,11,5,8,ES,139.7,1 Lap
2011,MotoGP,6,GBR,Silverstone,1888,"De Puniet, Randy",Pramac Racing Team,Ducati,12,4,14,FR,139.5,1 Lap
2011,MotoGP,6,GBR,Silverstone,2080,"Simoncelli, Marco",San Carlo Honda Gresini,Honda,-1,0,58,IT,147.1,10 Laps
2011,MotoGP,6,GBR,Silverstone,2058,"Lorenzo, Jorge",Yamaha Factory Racing,Yamaha,-1,0,1,ES,146.7,12 Laps
2011,MotoGP,6,GBR,Silverstone,2286,"Spies, Ben",Yamaha Factory Racing,Yamaha,-1,0,11,US,143.8,13 Laps
2011,MotoGP,7,NED,Assen,2286,"Spies, Ben",Yamaha Factory Racing,Yamaha,1,25,11,US,169.7,41'44.659
2011,MotoGP,7,NED,Assen,2032,"Stoner, Casey",Repsol Honda Team,Honda,2,20,27,AU,169.2,+7.697
2011,MotoGP,7,NED,Assen,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,3,16,4,IT,167.9,+27.506
2011,MotoGP,7,NED,Assen,1762,"Rossi, Valentino",Ducati Team,Ducati,4,13,46,IT,167.7,+30.684
2011,MotoGP,7,NED,Assen,2093,"Hayden, Nicky",Ducati Team,Ducati,5,11,69,US,166.9,+43.172
2011,MotoGP,7,NED,Assen,2058,"Lorenzo, Jorge",Yamaha Factory Racing,Yamaha,6,10,1,ES,166.8,+44.536
2011,MotoGP,7,NED,Assen,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,7,9,5,US,165.2,+1'08.112
2011,MotoGP,7,NED,Assen,2006,"Aoyama, Hiroshi",Repsol Honda Team,Honda,8,8,7,JP,165.1,+1'10.753
2011,MotoGP,7,NED,Assen,2080,"Simoncelli, Marco",San Carlo Honda Gresini,Honda,9,7,58,IT,164.2,+1'24.925
2011,MotoGP,7,NED,Assen,1944,"Elias, Toni",LCR Honda MotoGP,Honda,10,6,24,ES,164.1,+1'26.216
2011,MotoGP,7,NED,Assen,2059,"Bautista, Alvaro",Rizla Suzuki MotoGP,Suzuki,11,5,19,ES,163.3,+1'38.466
2011,MotoGP,7,NED,Assen,2052,"Barbera, Hector",Mapfre Aspar Team MotoGP,Ducati,12,4,8,ES,161.5,1 Lap
2011,MotoGP,7,NED,Assen,2203,"Akiyoshi, Kousuke",San Carlo Honda Gresini,Honda,13,3,64,JP,158.5,1 Lap
2011,MotoGP,7,NED,Assen,2425,"Crutchlow, Cal",Monster Yamaha Tech 3,Yamaha,14,2,35,GB,151.6,2 Laps
2011,MotoGP,7,NED,Assen,1888,"De Puniet, Randy",Pramac Racing Team,Ducati,-1,0,14,FR,145.4,25 Laps
2011,MotoGP,7,NED,Assen,2160,"Abraham, Karel",Cardion AB Motoracing,Ducati,-1,0,17,CZ,,0 Lap
2011,MotoGP,8,ITA,Mugello,2058,"Lorenzo, Jorge",Yamaha Factory Racing,Yamaha,1,25,1,ES,173.0,41'50.089
2011,MotoGP,8,ITA,Mugello,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,2,20,4,IT,172.9,+0.997
2011,MotoGP,8,ITA,Mugello,2032,"Stoner, Casey",Repsol Honda Team,Honda,3,16,27,AU,172.9,+1.143
2011,MotoGP,8,ITA,Mugello,2286,"Spies, Ben",Yamaha Factory Racing,Yamaha,4,13,11,US,172.4,+8.980
2011,MotoGP,8,ITA,Mugello,2080,"Simoncelli, Marco",San Carlo Honda Gresini,Honda,5,11,58,IT,172.4,+9.076
2011,MotoGP,8,ITA,Mugello,1762,"Rossi, Valentino",Ducati Team,Ducati,6,10,46,IT,171.2,+26.450
2011,MotoGP,8,ITA,Mugello,2052,"Barbera, Hector",Mapfre Aspar Team MotoGP,Ducati,7,9,8,ES,171.1,+28.745
2011,MotoGP,8,ITA,Mugello,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,8,8,26,ES,170.8,+32.043
2011,MotoGP,8,ITA,Mugello,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,9,7,5,US,170.7,+33.421
2011,MotoGP,8,ITA,Mugello,2093,"Hayden, Nicky",Ducati Team,Ducati,10,6,69,US,170.7,+34.724
2011,MotoGP,8,ITA,Mugello,2006,"Aoyama, Hiroshi",San Carlo Honda Gresini,Honda,11,5,7,JP,170.5,+37.359
2011,MotoGP,8,ITA,Mugello,2160,"Abraham, Karel",Cardion AB Motoracing,Ducati,12,4,17,CZ,170.0,+43.964
2011,MotoGP,8,ITA,Mugello,2059,"Bautista, Alvaro",Rizla Suzuki MotoGP,Suzuki,13,3,19,ES,169.8,+47.654
2011,MotoGP,8,ITA,Mugello,1888,"De Puniet, Randy",Pramac Racing Team,Ducati,14,2,14,FR,169.7,+48.840
2011,MotoGP,8,ITA,Mugello,1944,"Elias, Toni",LCR Honda MotoGP,Honda,15,1,24,ES,168.0,+1'15.199
2011,MotoGP,8,ITA,Mugello,2425,"Crutchlow, Cal",Monster Yamaha Tech 3,Yamaha,-1,0,35,GB,169.0,17 Laps
2011,MotoGP,9,GER,Sachsenring,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,1,25,26,ES,160.4,41'12.482
2011,MotoGP,9,GER,Sachsenring,2058,"Lorenzo, Jorge",Yamaha Factory Racing,Yamaha,2,20,1,ES,160.3,+1.477
2011,MotoGP,9,GER,Sachsenring,2032,"Stoner, Casey",Repsol Honda Team,Honda,3,16,27,AU,160.3,+1.568
2011,MotoGP,9,GER,Sachsenring,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,4,13,4,IT,159.7,+10.513
2011,MotoGP,9,GER,Sachsenring,2286,"Spies, Ben",Yamaha Factory Racing,Yamaha,5,11,11,US,159.7,+10.719
2011,MotoGP,9,GER,Sachsenring,2080,"Simoncelli, Marco",San Carlo Honda Gresini,Honda,6,10,58,IT,159.6,+10.923
2011,MotoGP,9,GER,Sachsenring,2059,"Bautista, Alvaro",Rizla Suzuki MotoGP,Suzuki,7,9,19,ES,158.6,+27.451
2011,MotoGP,9,GER,Sachsenring,2093,"Hayden, Nicky",Ducati Team,Ducati,8,8,69,US,158.6,+27.510
2011,MotoGP,9,GER,Sachsenring,1762,"Rossi, Valentino",Ducati Team,Ducati,9,7,46,IT,158.6,+27.576
2011,MotoGP,9,GER,Sachsenring,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,10,6,5,US,158.2,+33.491
2011,MotoGP,9,GER,Sachsenring,2052,"Barbera, Hector",Mapfre Aspar Team MotoGP,Ducati,11,5,8,ES,157.9,+38.944
2011,MotoGP,9,GER,Sachsenring,2160,"Abraham, Karel",Cardion AB Motoracing,Ducati,12,4,17,CZ,157.9,+39.148
2011,MotoGP,9,GER,Sachsenring,1888,"De Puniet, Randy",Pramac Racing Team,Ducati,13,3,14,FR,157.8,+39.415
2011,MotoGP,9,GER,Sachsenring,2425,"Crutchlow, Cal",Monster Yamaha Tech 3,Yamaha,14,2,35,GB,157.8,+39.477
2011,MotoGP,9,GER,Sachsenring,2006,"Aoyama, Hiroshi",San Carlo Honda Gresini,Honda,15,1,7,JP,156.9,+54.516
2011,MotoGP,9,GER,Sachsenring,1944,"Elias, Toni",LCR Honda MotoGP,Honda,16,0,24,ES,155.8,+1'12.335
2011,MotoGP,9,GER,Sachsenring,1990,"Guintoli, Sylvain",Pramac Racing Team,Ducati,17,0,50,FR,154.0,1 Lap
2011,MotoGP,10,USA,Laguna Seca,2032,"Stoner, Casey",Repsol Honda Team,Honda,1,25,27,AU,158.0,43'52.145
2011,MotoGP,10,USA,Laguna Seca,2058,"Lorenzo, Jorge",Yamaha Factory Racing,Yamaha,2,20,1,ES,157.7,+5.634
2011,MotoGP,10,USA,Laguna Seca,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,3,16,26,ES,157.4,+9.467
2011,MotoGP,10,USA,Laguna Seca,2286,"Spies, Ben",Yamaha Factory Racing,Yamaha,4,13,11,US,156.8,+20.562
2011,MotoGP,10,USA,Laguna Seca,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,5,11,4,IT,156.8,+20.885
2011,MotoGP,10,USA,Laguna Seca,1762,"Rossi, Valentino",Ducati Team,Ducati,6,10,46,IT,156.2,+30.351
2011,MotoGP,10,USA,Laguna Seca,2093,"Hayden, Nicky",Ducati Team,Ducati,7,9,69,US,156.2,+31.031
2011,MotoGP,10,USA,Laguna Seca,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,8,8,5,US,155.3,+45.502
2011,MotoGP,10,USA,Laguna Seca,2052,"Barbera, Hector",Mapfre Aspar Team MotoGP,Ducati,9,7,8,ES,155.0,+51.549
2011,MotoGP,10,USA,Laguna Seca,2006,"Aoyama, Hiroshi",San Carlo Honda Gresini,Honda,10,6,7,JP,154.0,+1'08.850
2011,MotoGP,10,USA,Laguna Seca,2160,"Abraham, Karel",Cardion AB Motoracing,Ducati,11,5,17,CZ,154.0,+1'09.132
2011,MotoGP,10,USA,Laguna Seca,1516,"Capirossi, Loris",Pramac Racing Team,Ducati,12,4,65,IT,152.3,1 Lap
2011,MotoGP,10,USA,Laguna Seca,1944,"Elias, Toni",LCR Honda MotoGP,Honda,13,3,24,ES,150.9,1 Lap
2011,MotoGP,10,USA,Laguna Seca,2059,"Bautista, Alvaro",Rizla Suzuki MotoGP,Suzuki,-1,0,19,ES,155.5,19 Laps
2011,MotoGP,10,USA,Laguna Seca,2446,"Bostrom, Ben",LCR Honda MotoGP,Honda,-1,0,23,US,142.6,24 Laps
2011,MotoGP,10,USA,Laguna Seca,2080,"Simoncelli, Marco",San Carlo Honda Gresini,Honda,-1,0,58,IT,155.6,26 Laps
2011,MotoGP,10,USA,Laguna Seca,2425,"Crutchlow, Cal",Monster Yamaha Tech 3,Yamaha,-1,0,35,GB,150.8,29 Laps
2011,MotoGP,11,CZE,Brno,2032,"Stoner, Casey",Repsol Honda Team,Honda,1,25,27,AU,164.8,43'16.796
2011,MotoGP,11,CZE,Brno,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,2,20,4,IT,164.4,+6.532
2011,MotoGP,11,CZE,Brno,2080,"Simoncelli, Marco",San Carlo Honda Gresini,Honda,3,16,58,IT,164.3,+7.792
2011,MotoGP,11,CZE,Brno,2058,"Lorenzo, Jorge",Yamaha Factory Racing,Yamaha,4,13,1,ES,164.2,+8.513
2011,MotoGP,11,CZE,Brno,2286,"Spies, Ben",Yamaha Factory Racing,Yamaha,5,11,11,US,164.1,+10.186
2011,MotoGP,11,CZE,Brno,1762,"Rossi, Valentino",Ducati Team,Ducati,6,10,46,IT,164.0,+12.632
2011,MotoGP,11,CZE,Brno,2093,"Hayden, Nicky",Ducati Team,Ducati,7,9,69,US,163.3,+23.037
2011,MotoGP,11,CZE,Brno,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,8,8,5,US,163.3,+24.189
2011,MotoGP,11,CZE,Brno,2006,"Aoyama, Hiroshi",San Carlo Honda Gresini,Honda,9,7,7,JP,163.2,+25.202
2011,MotoGP,11,CZE,Brno,2052,"Barbera, Hector",Mapfre Aspar Team MotoGP,Ducati,10,6,8,ES,162.5,+36.566
2011,MotoGP,11,CZE,Brno,1944,"Elias, Toni",LCR Honda MotoGP,Honda,11,5,24,ES,162.5,+36.679
2011,MotoGP,11,CZE,Brno,1888,"De Puniet, Randy",Pramac Racing Team,Ducati,12,4,14,FR,162.5,+37.109
2011,MotoGP,11,CZE,Brno,1516,"Capirossi, Loris",Pramac Racing Team,Ducati,13,3,65,IT,161.7,+48.911
2011,MotoGP,11,CZE,Brno,2059,"Bautista, Alvaro",Rizla Suzuki MotoGP,Suzuki,-1,0,19,ES,159.3,6 Laps
2011,MotoGP,11,CZE,Brno,2160,"Abraham, Karel",Cardion AB Motoracing,Ducati,-1,0,17,CZ,148.8,10 Laps
2011,MotoGP,11,CZE,Brno,2425,"Crutchlow, Cal",Monster Yamaha Tech 3,Yamaha,-1,0,35,GB,161.8,16 Laps
2011,MotoGP,11,CZE,Brno,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,-1,0,26,ES,161.0,20 Laps
2011,MotoGP,12,INP,Indianapolis,2032,"Stoner, Casey",Repsol Honda Team,Honda,1,25,27,AU,151.1,46'52.786
2011,MotoGP,12,INP,Indianapolis,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,2,20,26,ES,150.8,+4.828
2011,MotoGP,12,INP,Indianapolis,2286,"Spies, Ben",Yamaha Factory Racing,Yamaha,3,16,11,US,150.5,+10.603
2011,MotoGP,12,INP,Indianapolis,2058,"Lorenzo, Jorge",Yamaha Factory Racing,Yamaha,4,13,1,ES,150.2,+16.576
2011,MotoGP,12,INP,Indianapolis,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,5,11,4,IT,150.2,+17.202
2011,MotoGP,12,INP,Indianapolis,2059,"Bautista, Alvaro",Rizla Suzuki MotoGP,Suzuki,6,10,19,ES,149.5,+30.447
2011,MotoGP,12,INP,Indianapolis,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,7,9,5,US,149.0,+39.690
2011,MotoGP,12,INP,Indianapolis,1888,"De Puniet, Randy",Pramac Racing Team,Ducati,8,8,14,FR,148.3,+53.416
2011,MotoGP,12,INP,Indianapolis,2006,"Aoyama, Hiroshi",San Carlo Honda Gresini,Honda,9,7,7,JP,148.3,+53.790
2011,MotoGP,12,INP,Indianapolis,1762,"Rossi, Valentino",Ducati Team,Ducati,10,6,46,IT,148.2,+55.345
2011,MotoGP,12,INP,Indianapolis,2425,"Crutchlow, Cal",Monster Yamaha Tech 3,Yamaha,11,5,35,GB,148.1,+57.184
2011,MotoGP,12,INP,Indianapolis,2080,"Simoncelli, Marco",San Carlo Honda Gresini,Honda,12,4,58,IT,147.9,+1'00.141
2011,MotoGP,12,INP,Indianapolis,1944,"Elias, Toni",LCR Honda MotoGP,Honda,13,3,24,ES,147.8,+1'02.169
2011,MotoGP,12,INP,Indianapolis,2093,"Hayden, Nicky",Ducati Team,Ducati,14,2,69,US,138.0,2 Laps
2011,MotoGP,12,INP,Indianapolis,2052,"Barbera, Hector",Mapfre Aspar Team MotoGP,Ducati,-1,0,8,ES,148.3,1 Lap
2011,MotoGP,12,INP,Indianapolis,2160,"Abraham, Karel",Cardion AB Motoracing,Ducati,-1,0,17,CZ,146.2,8 Laps
2011,MotoGP,12,INP,Indianapolis,1516,"Capirossi, Loris",Pramac Racing Team,Ducati,-1,0,65,IT,145.6,12 Laps
2011,MotoGP,13,RSM,Misano,2058,"Lorenzo, Jorge",Yamaha Factory Racing,Yamaha,1,25,1,ES,160.6,44'11.877
2011,MotoGP,13,RSM,Misano,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,2,20,26,ES,160.2,+7.299
2011,MotoGP,13,RSM,Misano,2032,"Stoner, Casey",Repsol Honda Team,Honda,3,16,27,AU,159.9,+11.967
2011,MotoGP,13,RSM,Misano,2080,"Simoncelli, Marco",San Carlo Honda Gresini,Honda,4,13,58,IT,159.6,+17.353
2011,MotoGP,13,RSM,Misano,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,5,11,4,IT,159.6,+17.390
2011,MotoGP,13,RSM,Misano,2286,"Spies, Ben",Yamaha Factory Racing,Yamaha,6,10,11,US,159.5,+18.092
2011,MotoGP,13,RSM,Misano,1762,"Rossi, Valentino",Ducati Team,Ducati,7,9,46,IT,159.2,+23.703
2011,MotoGP,13,RSM,Misano,2059,"Bautista, Alvaro",Rizla Suzuki MotoGP,Suzuki,8,8,19,ES,158.8,+30.678
2011,MotoGP,13,RSM,Misano,2052,"Barbera, Hector",Mapfre Aspar Team MotoGP,Ducati,9,7,8,ES,158.4,+37.502
2011,MotoGP,13,RSM,Misano,2425,"Crutchlow, Cal",Monster Yamaha Tech 3,Yamaha,10,6,35,GB,158.4,+37.720
2011,MotoGP,13,RSM,Misano,2006,"Aoyama, Hiroshi",San Carlo Honda Gresini,Honda,11,5,7,JP,158.3,+39.548
2011,MotoGP,13,RSM,Misano,2160,"Abraham, Karel",Cardion AB Motoracing,Ducati,12,4,17,CZ,158.2,+40.506
2011,MotoGP,13,RSM,Misano,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,13,3,5,US,157.5,+53.349
2011,MotoGP,13,RSM,Misano,1888,"De Puniet, Randy",Pramac Racing Team,Ducati,14,2,14,FR,156.9,+1'02.366
2011,MotoGP,13,RSM,Misano,1944,"Elias, Toni",LCR Honda MotoGP,Honda,15,1,24,ES,155.9,+1'20.156
2011,MotoGP,13,RSM,Misano,1516,"Capirossi, Loris",Pramac Racing Team,Ducati,-1,0,65,IT,132.0,20 Laps
2011,MotoGP,13,RSM,Misano,2093,"Hayden, Nicky",Ducati Team,Ducati,-1,0,69,US,151.4,26 Laps
2011,MotoGP,14,ARA,Aragón,2032,"Stoner, Casey",Repsol Honda Team,Honda,1,25,27,AU,165.7,42'17.427
2011,MotoGP,14,ARA,Aragón,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,2,20,26,ES,165.2,+8.162
2011,MotoGP,14,ARA,Aragón,2058,"Lorenzo, Jorge",Yamaha Factory Racing,Yamaha,3,16,1,ES,164.8,+14.209
2011,MotoGP,14,ARA,Aragón,2080,"Simoncelli, Marco",San Carlo Honda Gresini,Honda,4,13,58,IT,164.4,+20.646
2011,MotoGP,14,ARA,Aragón,2286,"Spies, Ben",Yamaha Factory Racing,Yamaha,5,11,11,US,163.9,+27.739
2011,MotoGP,14,ARA,Aragón,2059,"Bautista, Alvaro",Rizla Suzuki MotoGP,Suzuki,6,10,19,ES,163.7,+30.373
2011,MotoGP,14,ARA,Aragón,2093,"Hayden, Nicky",Ducati Team,Ducati,7,9,69,US,163.5,+34.288
2011,MotoGP,14,ARA,Aragón,2052,"Barbera, Hector",Mapfre Aspar Team MotoGP,Ducati,8,8,8,ES,163.3,+37.305
2011,MotoGP,14,ARA,Aragón,2425,"Crutchlow, Cal",Monster Yamaha Tech 3,Yamaha,9,7,35,GB,163.2,+39.652
2011,MotoGP,14,ARA,Aragón,1762,"Rossi, Valentino",Ducati Team,Ducati,10,6,46,IT,163.1,+39.832
2011,MotoGP,14,ARA,Aragón,2006,"Aoyama, Hiroshi",San Carlo Honda Gresini,Honda,11,5,7,JP,163.1,+39.997
2011,MotoGP,14,ARA,Aragón,1888,"De Puniet, Randy",Pramac Racing Team,Ducati,12,4,14,FR,162.2,+54.717
2011,MotoGP,14,ARA,Aragón,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,13,3,5,US,162.0,+58.430
2011,MotoGP,14,ARA,Aragón,1944,"Elias, Toni",LCR Honda MotoGP,Honda,-1,0,24,ES,162.0,8 Laps
2011,MotoGP,14,ARA,Aragón,1516,"Capirossi, Loris",Pramac Racing Team,Ducati,-1,0,65,IT,162.0,8 Laps
2011,MotoGP,14,ARA,Aragón,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,-1,0,4,IT,,0 Lap
2011,MotoGP,14,ARA,Aragón,2160,"Abraham, Karel",Cardion AB Motoracing,Ducati,-1,0,17,CZ,,0 Lap
2011,MotoGP,15,JPN,Motegi,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,1,25,26,ES,161.6,42'47.481
2011,MotoGP,15,JPN,Motegi,2058,"Lorenzo, Jorge",Yamaha Factory Racing,Yamaha,2,20,1,ES,161.1,+7.299
2011,MotoGP,15,JPN,Motegi,2032,"Stoner, Casey",Repsol Honda Team,Honda,3,16,27,AU,160.4,+18.380
2011,MotoGP,15,JPN,Motegi,2080,"Simoncelli, Marco",San Carlo Honda Gresini,Honda,4,13,58,IT,160.1,+23.550
2011,MotoGP,15,JPN,Motegi,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,5,11,4,IT,160.1,+23.691
2011,MotoGP,15,JPN,Motegi,2286,"Spies, Ben",Yamaha Factory Racing,Yamaha,6,10,11,US,159.2,+37.604
2011,MotoGP,15,JPN,Motegi,2093,"Hayden, Nicky",Ducati Team,Ducati,7,9,69,US,159.1,+39.167
2011,MotoGP,15,JPN,Motegi,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,8,8,5,US,158.8,+45.023
2011,MotoGP,15,JPN,Motegi,2006,"Aoyama, Hiroshi",San Carlo Honda Gresini,Honda,9,7,7,JP,158.5,+49.074
2011,MotoGP,15,JPN,Motegi,1888,"De Puniet, Randy",Pramac Racing Team,Ducati,10,6,14,FR,157.9,+59.022
2011,MotoGP,15,JPN,Motegi,2425,"Crutchlow, Cal",Monster Yamaha Tech 3,Yamaha,11,5,35,GB,157.0,+1'13.964
2011,MotoGP,15,JPN,Motegi,2203,"Akiyoshi, Kousuke",LCR Honda MotoGP,Honda,12,4,64,JP,156.6,+1'21.709
2011,MotoGP,15,JPN,Motegi,1343,"Ito, Shinichi",Honda Racing Team,Honda,13,3,72,JP,156.3,+1'26.381
2011,MotoGP,15,JPN,Motegi,1944,"Elias, Toni",LCR Honda MotoGP,Honda,-1,0,24,ES,158.8,7 Laps
2011,MotoGP,15,JPN,Motegi,2059,"Bautista, Alvaro",Rizla Suzuki MotoGP,Suzuki,-1,0,19,ES,159.7,11 Laps
2011,MotoGP,15,JPN,Motegi,2402,"Cudlin, Damian",Pramac Racing Team,Ducati,-1,0,6,AU,156.7,11 Laps
2011,MotoGP,15,JPN,Motegi,2052,"Barbera, Hector",Mapfre Aspar Team MotoGP,Ducati,-1,0,8,ES,147.6,23 Laps
2011,MotoGP,15,JPN,Motegi,1762,"Rossi, Valentino",Ducati Team,Ducati,-1,0,46,IT,,0 Lap
2011,MotoGP,16,AUS,Phillip Island,2032,"Stoner, Casey",Repsol Honda Team,Honda,1,25,27,AU,171.4,42'02.425
2011,MotoGP,16,AUS,Phillip Island,2080,"Simoncelli, Marco",San Carlo Honda Gresini,Honda,2,20,58,IT,171.3,+2.210
2011,MotoGP,16,AUS,Phillip Island,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,3,16,4,IT,171.2,+2.454
2011,MotoGP,16,AUS,Phillip Island,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,4,13,26,ES,170.5,+13.160
2011,MotoGP,16,AUS,Phillip Island,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,5,11,5,US,169.3,+30.886
2011,MotoGP,16,AUS,Phillip Island,1888,"De Puniet, Randy",Pramac Racing Team,Ducati,6,10,14,FR,168.1,+48.800
2011,MotoGP,16,AUS,Phillip Island,2093,"Hayden, Nicky",Ducati Team,Ducati,7,9,69,US,166.4,+1'16.314
2011,MotoGP,16,AUS,Phillip Island,1944,"Elias, Toni",LCR Honda MotoGP,Honda,8,8,24,ES,164.9,1 Lap
2011,MotoGP,16,AUS,Phillip Island,1516,"Capirossi, Loris",Pramac Racing Team,Ducati,9,7,65,IT,164.6,1 Lap
2011,MotoGP,16,AUS,Phillip Island,2160,"Abraham, Karel",Cardion AB Motoracing,Ducati,10,6,17,CZ,156.1,2 Laps
2011,MotoGP,16,AUS,Phillip Island,2059,"Bautista, Alvaro",Rizla Suzuki MotoGP,Suzuki,-1,0,19,ES,171.9,4 Laps
2011,MotoGP,16,AUS,Phillip Island,2006,"Aoyama, Hiroshi",San Carlo Honda Gresini,Honda,-1,0,7,JP,170.6,4 Laps
